Transcript_6,gi|77993517|gb|AC115898.22|,Transcript_6,AC115898.22,100.000,162,0,0,1593,1754,13953,13792,4.22e-76,293
Transcript_6,gi|77993517|gb|AC115898.22|,Transcript_6,AC115898.22,100.000,139,0,0,1344,1482,17244,17106,1.29e-63,251
Transcript_6,gi|77993517|gb|AC115898.22|,Transcript_6,AC115898.22,100.000,118,0,0,1752,1869,13707,13590,3.25e-52,214
Transcript_6,gi|77993517|gb|AC115898.22|,Transcript_6,AC115898.22,100.000,113,0,0,1481,1593,16320,16208,1.68e-49,205
Transcript_6,gi|77993517|gb|AC115898.22|,Transcript_6,AC115898.22,99.115,113,1,0,552,664,25183,25071,7.15e-48,199
Transcript_6,gi|77993517|gb|AC115898.22|,Transcript_6,AC115898.22,100.000,87,0,0,663,749,24850,24764,2.19e-35,158
Transcript_6,gi|77993517|gb|AC115898.22|,Transcript_6,AC115898.22,97.802,91,2,0,1174,1264,20476,20386,7.64e-35,156
Transcript_6,gi|77993517|gb|AC115898.22|,Transcript_6,AC115898.22,100.000,81,0,0,1265,1345,17510,17430,3.96e-32,147
Transcript_6,gi|77993517|gb|AC115898.22|,Transcript_6,AC115898.22,100.000,81,0,0,283,363,47144,47064,3.96e-32,147
Transcript_6,gi|45825225|gb|AC113001.9|,Transcript_6,AC113001.9,99.911,1127,1,0,1863,2989,146846,145720,0.0,2028
Transcript_6,gi|45825225|gb|AC113001.9|,Transcript_6,AC113001.9,100.000,285,0,0,1,285,201461,201177,7.12e-143,515
Transcript_6,gi|45825225|gb|AC113001.9|,Transcript_6,AC113001.9,99.203,251,2,0,740,990,157948,157698,1.06e-121,444
Transcript_6,gi|45825225|gb|AC113001.9|,Transcript_6,AC113001.9,100.000,195,0,0,361,555,159493,159299,5.13e-94,352
Transcript_6,gi|45825225|gb|AC113001.9|,Transcript_6,AC113001.9,100.000,193,0,0,988,1180,156603,156411,6.25e-93,349
Transcript_6,gi|45825225|gb|AC113001.9|,Transcript_6,AC113001.9,100.000,162,0,0,1593,1754,147530,147369,4.22e-76,293
Transcript_6,gi|45825225|gb|AC113001.9|,Transcript_6,AC113001.9,100.000,139,0,0,1344,1482,150821,150683,1.29e-63,251
Transcript_6,gi|45825225|gb|AC113001.9|,Transcript_6,AC113001.9,100.000,118,0,0,1752,1869,147284,147167,3.25e-52,214
Transcript_6,gi|45825225|gb|AC113001.9|,Transcript_6,AC113001.9,100.000,113,0,0,1481,1593,149897,149785,1.68e-49,205
Transcript_6,gi|45825225|gb|AC113001.9|,Transcript_6,AC113001.9,99.115,113,1,0,552,664,158760,158648,7.15e-48,199
Transcript_6,gi|45825225|gb|AC113001.9|,Transcript_6,AC113001.9,100.000,87,0,0,663,749,158427,158341,2.19e-35,158
Transcript_6,gi|45825225|gb|AC113001.9|,Transcript_6,AC113001.9,97.802,91,2,0,1174,1264,154053,153963,7.64e-35,156
Transcript_6,gi|45825225|gb|AC113001.9|,Transcript_6,AC113001.9,100.000,81,0,0,1265,1345,151087,151007,3.96e-32,147
Transcript_6,gi|45825225|gb|AC113001.9|,Transcript_6,AC113001.9,100.000,81,0,0,283,363,180721,180641,3.96e-32,147
Transcript_6,gi|28461376|gb|BC046435.1|;gi|28611160|gb|BC047349.1|,Transcript_6,BC047349.1,83.509,1043,135,12,1355,2387,1,1016,0.0,1085
Transcript_6,gi|28461376|gb|BC046435.1|;gi|28611160|gb|BC047349.1|,Transcript_6,BC047349.1,82.353,391,49,7,2618,2989,1221,1610,1.06e-102,381
Transcript_6,gi|187953840|gb|BC138194.1|,Transcript_6,BC138194.1,66.581,781,220,13,1166,1930,347,1102,3.95e-51,210
Transcript_6,gi|1039729259|ref|XM_006529698.3|,Transcript_6,XM_006529698.3,66.624,776,228,13,1166,1930,538,1293,2.05e-48,201
Transcript_6,gi|1039729257|ref|XM_006529696.3|,Transcript_6,XM_006529696.3,66.624,776,228,13,1166,1930,475,1230,2.05e-48,201
Transcript_6,gi|68534219|gb|BC098475.1|,Transcript_6,BC098475.1,66.624,776,228,13,1166,1930,465,1220,2.05e-48,201
Transcript_6,gi|26350432|dbj|AK083305.1|,Transcript_6,AK083305.1,66.624,776,228,13,1166,1930,411,1166,2.05e-48,201
Transcript_6,gi|26339847|dbj|AK049175.1|,Transcript_6,AK049175.1,66.624,776,228,13,1166,1930,262,1017,2.05e-48,201
Transcript_6,gi|219519321|gb|BC145190.1|,Transcript_6,BC145190.1,66.578,754,210,14,1166,1913,347,1064,7.15e-48,199
Transcript_6,gi|1039732489|ref|XM_006513383.3|,Transcript_6,XM_006513383.3,66.288,792,215,21,1171,1938,989,1752,2.34e-41,178
Transcript_6,gi|568967012|ref|XM_006513382.1|,Transcript_6,XM_006513382.1,66.288,792,215,21,1171,1938,1627,2390,2.34e-41,178
Transcript_6,gi|320461569|ref|NM_001161837.1|,Transcript_6,NM_001161837.1,66.288,792,215,21,1171,1938,969,1732,2.34e-41,178
Transcript_6,gi|240255462|ref|NM_001161840.1|,Transcript_6,NM_001161840.1,66.288,792,215,21,1171,1938,809,1572,2.34e-41,178
Transcript_6,gi|240255460|ref|NM_001161839.1|,Transcript_6,NM_001161839.1,66.288,792,215,21,1171,1938,617,1380,2.34e-41,178
Transcript_6,gi|240255458|ref|NM_001161838.1|,Transcript_6,NM_001161838.1,66.288,792,215,21,1171,1938,926,1689,2.34e-41,178
Transcript_6,gi|240255455|ref|NM_011217.2|,Transcript_6,NM_011217.2,66.288,792,215,21,1171,1938,1575,2338,2.34e-41,178
Transcript_6,gi|111308715|gb|BC120547.1|;gi|111601190|gb|BC119230.1|,Transcript_6,BC120547.1,66.288,792,215,21,1171,1938,1508,2271,2.34e-41,178
Transcript_6,gi|55583341|tpe|BN000438.1|,Transcript_6,BN000438.1,66.288,792,215,21,1171,1938,851,1614,2.34e-41,178
Transcript_6,gi|4185711|gb|AF041866.1|,Transcript_6,AF041866.1,66.288,792,215,21,1171,1938,734,1497,2.34e-41,178
Transcript_6,gi|26389361|dbj|AK028054.1|,Transcript_6,AK028054.1,66.288,792,215,21,1171,1938,1576,2339,2.34e-41,178
Transcript_6,gi|4768904|gb|AF129509.1|AF129509,Transcript_6,AF129509.1,66.288,792,215,21,1171,1938,851,1614,2.34e-41,178
Transcript_6,gi|695408|dbj|D31898.1|MUSPTPBR7,Transcript_6,D31898.1,66.288,792,215,21,1171,1938,1538,2301,2.34e-41,178
Transcript_6,gi|609170|emb|Z30313.1|;gi|55583337|tpe|BN000437.1|,Transcript_6,Z30313.1,66.288,792,215,21,1171,1938,964,1727,2.34e-41,178
Transcript_6,gi|354784654|gb|JN949155.1|,Transcript_6,JN949155.1,74.101,139,36,0,1344,1482,33622,33760,9.31e-15,89.7
Transcript_6,gi|78190342|gb|AC166836.3|,Transcript_6,AC166836.3,74.101,139,36,0,1344,1482,60917,60779,9.31e-15,89.7
Transcript_6,gi|78190342|gb|AC166836.3|,Transcript_6,AC166836.3,72.727,88,24,0,1616,1703,45306,45219,0.002,51.8
Transcript_6,gi|78190342|gb|AC166836.3|,Transcript_6,AC166836.3,78.947,57,12,0,1752,1808,42020,41964,0.008,50.0
Transcript_6,gi|55700863|tpe|BN000450.1|,Transcript_6,BN000450.1,73.913,138,36,0,1345,1482,1,138,3.25e-14,87.8
Transcript_6,gi|229442494|gb|BC172930.1|,Transcript_6,BC172930.1,71.257,167,45,1,1308,1474,38,201,3.96e-13,84.2
Transcript_6,gi|568928647|ref|XM_006502876.1|,Transcript_6,XM_006502876.1,71.257,167,45,1,1308,1474,3712,3875,3.96e-13,84.2
Transcript_6,gi|568928645|ref|XM_006502875.1|,Transcript_6,XM_006502875.1,71.257,167,45,1,1308,1474,3991,4154,3.96e-13,84.2
Transcript_6,gi|568928643|ref|XM_006502874.1|,Transcript_6,XM_006502874.1,71.257,167,45,1,1308,1474,4018,4181,3.96e-13,84.2
Transcript_6,gi|568928639|ref|XM_006502872.1|,Transcript_6,XM_006502872.1,71.257,167,45,1,1308,1474,4213,4376,3.96e-13,84.2
Transcript_6,gi|568928637|ref|XM_006502871.1|,Transcript_6,XM_006502871.1,71.257,167,45,1,1308,1474,4291,4454,3.96e-13,84.2
Transcript_6,gi|568928635|ref|XM_006502870.1|,Transcript_6,XM_006502870.1,71.257,167,45,1,1308,1474,4537,4700,3.96e-13,84.2
Transcript_6,gi|568928633|ref|XM_006502869.1|,Transcript_6,XM_006502869.1,71.257,167,45,1,1308,1474,4546,4709,3.96e-13,84.2
Transcript_6,gi|568928631|ref|XM_006502868.1|,Transcript_6,XM_006502868.1,71.257,167,45,1,1308,1474,4552,4715,3.96e-13,84.2
Transcript_6,gi|568928629|ref|XM_006502867.1|,Transcript_6,XM_006502867.1,71.257,167,45,1,1308,1474,4564,4727,3.96e-13,84.2
Transcript_6,gi|568928627|ref|XM_006502866.1|,Transcript_6,XM_006502866.1,71.257,167,45,1,1308,1474,4570,4733,3.96e-13,84.2
Transcript_6,gi|568928625|ref|XM_006502865.1|,Transcript_6,XM_006502865.1,71.257,167,45,1,1308,1474,4579,4742,3.96e-13,84.2
Transcript_6,gi|568928623|ref|XM_006502864.1|,Transcript_6,XM_006502864.1,71.257,167,45,1,1308,1474,4597,4760,3.96e-13,84.2
Transcript_6,gi|115648047|ref|NM_011213.2|,Transcript_6,NM_011213.2,71.257,167,45,1,1308,1474,4516,4679,3.96e-13,84.2
Transcript_6,gi|34980828|gb|BC057166.1|,Transcript_6,BC057166.1,71.257,167,45,1,1308,1474,3067,3230,3.96e-13,84.2
Transcript_6,gi|11761807|gb|AF300943.1|AF300943,Transcript_6,AF300943.1,71.257,167,45,1,1308,1474,4179,4342,3.96e-13,84.2
Transcript_6,gi|51241958|gb|AC133097.3|,Transcript_6,AC133097.3,75.591,127,29,2,1744,1869,120314,120439,1.38e-12,82.4
Transcript_6,gi|51241958|gb|AC133097.3|,Transcript_6,AC133097.3,80.303,66,13,0,1865,1930,121539,121604,4.52e-06,60.8
Transcript_6,gi|993005|emb|Z37988.1|,Transcript_6,Z37988.1,70.659,167,46,1,1308,1474,225,388,1.68e-11,78.8
Transcript_6,gi|1039753026|ref|XM_006523886.2|,Transcript_6,XM_006523886.2,71.795,156,37,5,1321,1474,2741,2891,3.04e-08,68.0
Transcript_6,gi|1039753025|ref|XM_006523884.2|,Transcript_6,XM_006523884.2,71.795,156,37,5,1321,1474,2738,2888,3.04e-08,68.0
Transcript_6,gi|1039753024|ref|XM_006523883.2|,Transcript_6,XM_006523883.2,71.795,156,37,5,1321,1474,2804,2954,3.04e-08,68.0
Transcript_6,gi|1039753022|ref|XM_017317350.1|,Transcript_6,XM_017317350.1,71.795,156,37,5,1321,1474,2476,2626,3.04e-08,68.0
Transcript_6,gi|1039753021|ref|XM_006523882.2|,Transcript_6,XM_006523882.2,71.795,156,37,5,1321,1474,3370,3520,3.04e-08,68.0
Transcript_6,gi|1039753019|ref|XM_017317349.1|,Transcript_6,XM_017317349.1,71.795,156,37,5,1321,1474,3676,3826,3.04e-08,68.0
Transcript_6,gi|1039753018|ref|XM_006523880.2|,Transcript_6,XM_006523880.2,71.795,156,37,5,1321,1474,4315,4465,3.04e-08,68.0
Transcript_6,gi|1039753017|ref|XM_006523879.2|,Transcript_6,XM_006523879.2,71.795,156,37,5,1321,1474,4327,4477,3.04e-08,68.0
Transcript_6,gi|1039753016|ref|XM_006523878.2|,Transcript_6,XM_006523878.2,71.795,156,37,5,1321,1474,4354,4504,3.04e-08,68.0
Transcript_6,gi|1039753015|ref|XM_006523877.2|,Transcript_6,XM_006523877.2,71.795,156,37,5,1321,1474,4459,4609,3.04e-08,68.0
Transcript_6,gi|1039753014|ref|XM_006523876.2|,Transcript_6,XM_006523876.2,71.795,156,37,5,1321,1474,4474,4624,3.04e-08,68.0
Transcript_6,gi|1039753013|ref|XM_006523875.3|,Transcript_6,XM_006523875.3,71.795,156,37,5,1321,1474,4472,4622,3.04e-08,68.0
Transcript_6,gi|568999477|ref|XM_006523881.1|,Transcript_6,XM_006523881.1,71.795,156,37,5,1321,1474,3241,3391,3.04e-08,68.0
Transcript_6,gi|568999463|ref|XM_006523874.1|,Transcript_6,XM_006523874.1,71.795,156,37,5,1321,1474,4486,4636,3.04e-08,68.0
Transcript_6,gi|356995865|ref|NM_001252456.1|,Transcript_6,NM_001252456.1,71.795,156,37,5,1321,1474,3208,3358,3.04e-08,68.0
Transcript_6,gi|356995863|ref|NM_001252455.1|,Transcript_6,NM_001252455.1,71.795,156,37,5,1321,1474,3219,3369,3.04e-08,68.0
Transcript_6,gi|356995859|ref|NM_001252453.1|,Transcript_6,NM_001252453.1,71.795,156,37,5,1321,1474,3231,3381,3.04e-08,68.0
Transcript_6,gi|158711689|ref|NM_011218.2|,Transcript_6,NM_011218.2,71.795,156,37,5,1321,1474,4449,4599,3.04e-08,68.0
Transcript_6,gi|52789388|gb|BC083188.1|,Transcript_6,BC083188.1,71.795,156,37,5,1321,1474,3178,3328,3.04e-08,68.0
Transcript_6,gi|32449684|gb|BC054077.1|,Transcript_6,BC054077.1,71.795,156,37,5,1321,1474,3125,3275,3.04e-08,68.0
Transcript_6,gi|30851399|gb|BC052462.1|,Transcript_6,BC052462.1,71.795,156,37,5,1321,1474,3157,3307,3.04e-08,68.0
Transcript_6,gi|74184362|dbj|AK144123.1|,Transcript_6,AK144123.1,71.795,156,37,5,1321,1474,1810,1960,3.04e-08,68.0
Transcript_6,gi|74192968|dbj|AK159320.1|,Transcript_6,AK159320.1,71.795,156,37,5,1321,1474,512,662,3.04e-08,68.0
Transcript_6,gi|74146635|dbj|AK169714.1|,Transcript_6,AK169714.1,71.795,156,37,5,1321,1474,205,355,3.04e-08,68.0
Transcript_6,gi|74038227|emb|CT009637.4|,Transcript_6,CT009637.4,71.795,156,37,5,1321,1474,133408,133258,3.04e-08,68.0
Transcript_6,gi|21206241|gb|AC073761.4|,Transcript_6,AC073761.4,71.795,156,37,5,1321,1474,109071,109221,3.04e-08,68.0
Transcript_6,gi|587483|emb|X82288.1|,Transcript_6,X82288.1,71.795,156,37,5,1321,1474,4258,4408,3.04e-08,68.0
Transcript_6,gi|464190|dbj|D28530.1|MUSPTPT9,Transcript_6,D28530.1,71.795,156,37,5,1321,1474,4338,4488,3.04e-08,68.0
Transcript_6,gi|1039767033|ref|XM_017320079.1|,Transcript_6,XM_017320079.1,84.615,52,8,0,1735,1786,4261,4312,1.58e-05,59.0
Transcript_6,gi|1039767031|ref|XM_017320078.1|,Transcript_6,XM_017320078.1,84.615,52,8,0,1735,1786,4270,4321,1.58e-05,59.0
Transcript_6,gi|1039767029|ref|XM_017320077.1|,Transcript_6,XM_017320077.1,84.615,52,8,0,1735,1786,4279,4330,1.58e-05,59.0
Transcript_6,gi|1039767027|ref|XM_017320076.1|,Transcript_6,XM_017320076.1,84.615,52,8,0,1735,1786,4279,4330,1.58e-05,59.0
Transcript_6,gi|1039767025|ref|XM_017320075.1|,Transcript_6,XM_017320075.1,84.615,52,8,0,1735,1786,4282,4333,1.58e-05,59.0
Transcript_6,gi|1039767023|ref|XM_017320074.1|,Transcript_6,XM_017320074.1,84.615,52,8,0,1735,1786,4288,4339,1.58e-05,59.0
Transcript_6,gi|1039767021|ref|XM_017320073.1|,Transcript_6,XM_017320073.1,84.615,52,8,0,1735,1786,4288,4339,1.58e-05,59.0
Transcript_6,gi|1039767019|ref|XM_017320072.1|,Transcript_6,XM_017320072.1,84.615,52,8,0,1735,1786,4291,4342,1.58e-05,59.0
Transcript_6,gi|1039767017|ref|XM_017320071.1|,Transcript_6,XM_017320071.1,84.615,52,8,0,1735,1786,4291,4342,1.58e-05,59.0
Transcript_6,gi|1039767015|ref|XM_017320070.1|,Transcript_6,XM_017320070.1,84.615,52,8,0,1735,1786,3861,3912,1.58e-05,59.0
Transcript_6,gi|1039767013|ref|XM_017320069.1|,Transcript_6,XM_017320069.1,84.615,52,8,0,1735,1786,4294,4345,1.58e-05,59.0
Transcript_6,gi|1039767009|ref|XM_017320067.1|,Transcript_6,XM_017320067.1,84.615,52,8,0,1735,1786,4300,4351,1.58e-05,59.0
Transcript_6,gi|1039767007|ref|XM_017320066.1|,Transcript_6,XM_017320066.1,84.615,52,8,0,1735,1786,4321,4372,1.58e-05,59.0
Transcript_6,gi|19263605|gb|BC025145.1|,Transcript_6,BC025145.1,84.615,52,8,0,1735,1786,1154,1205,1.58e-05,59.0




